player_name,full_name,team,photo_url
Z Voelker,Zach Voelker,Long Beach Coast,https://longbeachcoast.com/images/VOELKER_LBC_01_copy_ad_hoc.jpg?max_height=576&max_width=576&crop=1
D Whittle,David Whittle,Long Beach Coast,https://longbeachcoast.com/images/DavidWhittle_ad_hoc.jpg?max_height=576&max_width=576&crop=1
B Wozniak,Brett Wozniak,Long Beach Coast,https://longbeachcoast.com/images/WOZNIAK__LBC_01_copy_ad_hoc.jpg?max_height=576&max_width=576&crop=1
T Young,Tyler Young,Long Beach Coast,https://longbeachcoast.com/images/YOUNG_LBC_01_copy_ad_hoc.jpg?max_height=576&max_width=576&crop=1
M PaddleHeads,Missoula PaddleHeads,Missoula PaddleHeads,https://gopaddleheads.com/assets/MissoulaPaddleheads_Logo_1.png
P Partner League,Professional Partner League,Missoula PaddleHeads,https://gopaddleheads.com/assets/MissoulaPaddleheads_Logo_9.png
M Professional Partern League,MLB Professional Partern League,Missoula PaddleHeads,https://gopaddleheads.com/assets/ProfessionalPartnerLeague-6-.png?max_width=auto&max_height=auto&crop=false
M Koszewski,Michael Koszewski,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
T Yukumoto,Ty Yukumoto,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
E Apodaca,Enzo Apodaca,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Brinson,Connor Brinson,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
X Casserilla,Xavier Casserilla,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
W Bermudez,William Bermudez,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
R Wentz,Ryan Wentz,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
G Garza,Grant Garza,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Piatkiewicz,Jeremy Piatkiewicz,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
N Klemp,Nich Klemp,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
R Steinman,Ritter Steinman,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Gallardo,Cameron Gallardo,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Goffar,Cameron Goffar,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
P McMan,Parker McMan,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
B Norton,Benjamin Norton,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Jackson,Jaren Jackson,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Bishop,Jaydon Bishop,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
G Gores,Garrett Gores,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Feliciano,Joskar Feliciano,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
M Timmins,Mark Timmins,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C (CJ) Dean,Charles (CJ) Dean,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Johnson,Josh Johnson,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
B Beard,Brendan Beard,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
R Fields,Reece Fields,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
B Des Rosiers,Benjamin Des Rosiers,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
B Lambert,Brock Lambert,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
T Reisinger,Thomas Reisinger,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
S Gutierrez,Sergio Gutierrez,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
B Cermenelli,Bryce Cermenelli,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
M Taubensee,Matthew Taubensee,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
T Stone,Tyler Stone,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Wilkerson,Colby Wilkerson,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
L Wechsler,Luke Wechsler,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Robinson,Jack Robinson,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
M Longoria,Mason Longoria,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Karlin,Camden Karlin,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
R Gutierrez,Rolando Gutierrez,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Cunnings,Cam Cunnings,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
T Collins,Tyler Collins,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
D Cheeley,Dylan Cheeley,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
L Barry,Leyton Barry,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Ballista,Jose Ballista,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
K Martin,Kevin Martin,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
M Ball,Michael Ball,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Costin,Jimmy Costin,Missoula PaddleHeads,https://gopaddleheads.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Lojewski,Jacob Lojewski,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-1-Jacob-Lowjeski.png?max_height=576&max_width=576&crop=1
J Mazzetti,Joey Mazzetti,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-2-Joey-Mazzetti.png?max_height=576&max_width=576&crop=1
J Castillo,Johan Castillo,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-3-Johan-Castillo.png?max_height=576&max_width=576&crop=1
L Figueroa,Leiker Figueroa,Modesto Roadsters,https://modestoroadsters.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Boyd,Justin Boyd,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-7-Justin-Boyd.png?max_height=576&max_width=576&crop=1
O Serrano,Omar Serrano,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-8-Omar-Serrano.png?max_height=576&max_width=576&crop=1
C Tremain,Cole Tremain,Modesto Roadsters,https://modestoroadsters.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
B Smith,Blake Smith,Modesto Roadsters,https://modestoroadsters.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
B Cannon,Bryce Cannon,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-11-Bryce-Cannon.png?max_height=576&max_width=576&crop=1
T Williams,Tyler Williams,Modesto Roadsters,https://modestoroadsters.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
L Alaniz,Lucas Alaniz,Modesto Roadsters,https://modestoroadsters.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
H Owen,Harry Owen,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-14-Harry-Owen.png?max_height=576&max_width=576&crop=1
L Terillli,Lucas Terillli,Modesto Roadsters,https://modestoroadsters.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
E Roarke,Ethan Roarke,Modesto Roadsters,https://modestoroadsters.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
P Kelly,Preston Kelly,Modesto Roadsters,https://modestoroadsters.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
K Liniak,Kingston Liniak,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-20-Kingston-Liniak.png?max_height=576&max_width=576&crop=1
O Johnson,Osiris Johnson,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-21-Osiris-Johnson.png?max_height=576&max_width=576&crop=1
A Diaz,Anthony Diaz,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-22-Anthony-Diaz.png?max_height=576&max_width=576&crop=1
A Moreno,Aaron Moreno,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-23-AJ-Moreno.png?max_height=576&max_width=576&crop=1
L Sutter,Logan Sutter,Modesto Roadsters,https://modestoroadsters.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
D Hernandez,Devyn Hernandez,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-28-Devyn-Hernandez.png?max_height=576&max_width=576&crop=1
D Goines,Dawson Goines,Modesto Roadsters,https://modestoroadsters.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Jenkins,Jonah Jenkins,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-30-Jonah-Jenkins.png?max_height=576&max_width=576&crop=1
C Talley,Corbin Talley,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-32-Corbin-Talley.png?max_height=576&max_width=576&crop=1
H Dunhurst,Hayden Dunhurst,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-34-Hayden-Dunhurst.png?max_height=576&max_width=576&crop=1
M Handron,Max Handron,Modesto Roadsters,https://modestoroadsters.com/team/headshots/-43-Max-Handron.png?max_height=576&max_width=576&crop=1
W the Roadsters on HTN,Watch the Roadsters on HTN,Modesto Roadsters,https://modestoroadsters.com/assets/HTN_Modesto_button.png?max_width=auto&max_height=auto&crop=false
C Jordan,Cole Jordan,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/3_C_Jordan.png?max_height=576&max_width=576&crop=1
C Valentine,Chase Valentine,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/5_C_Valentine.png?max_height=576&max_width=576&crop=1
N Ficklin,Nolan Ficklin,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/6_N_Ficklin.png?max_height=576&max_width=576&crop=1
B Pelle,Bradley Pelle,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/8_B_Pelle.png?max_height=576&max_width=576&crop=1
C Lane,Carmine Lane,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/9_C_Lane.png?max_height=576&max_width=576&crop=1
K Stancato,Kyler Stancato,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/10_K_Sancato.png?max_height=576&max_width=576&crop=1
N Saltaformaggio,Nico Saltaformaggio,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/12_N_Saltaformaggio.png?max_height=576&max_width=576&crop=1
T Ganus,Tyler Ganus,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/13_T_Ganus.png?max_height=576&max_width=576&crop=1
I Austin IV,Ira Austin IV,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
E Manzo,Efrain Manzo,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/15_E_Manzo.png?max_height=576&max_width=576&crop=1
S Greico,Sebastian Greico,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Chatman,Chase Chatman,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/17_C_Chatman.png?max_height=576&max_width=576&crop=1
A Shumaker,Aiden Shumaker,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
D Wilkinson,Dylan Wilkinson,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/21_D_Wilkinson.png?max_height=576&max_width=576&crop=1
L Riley,Landon Riley,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/22_L_Riley.png?max_height=576&max_width=576&crop=1
C Diaz,Christian Diaz,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/23_C_Diaz.png?max_height=576&max_width=576&crop=1
J Schaaf,Jason Schaaf,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
H McLendon,Harper McLendon,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Kelly,Carson Kelly,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
G Bevacqua,Garrett Bevacqua,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/30_G_Bevacqua.png?max_height=576&max_width=576&crop=1
K Kneip,Kaden Kneip,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/35_K_Kneip.png?max_height=576&max_width=576&crop=1
C Lawrence,Colson Lawrence,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/36_C_Lawrence.png?max_height=576&max_width=576&crop=1
K Lewis,Kyle Lewis,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/37_K_Lewis.png?max_height=576&max_width=576&crop=1
D Gardner,Dylan Gardner,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/38_D_Gardner.png?max_height=576&max_width=576&crop=1
G Ferraro-Nahr,Giuseppe Ferraro-Nahr,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/44_G_FERRARO-NAHR.png?max_height=576&max_width=576&crop=1
H Dodson,Hank Dodson,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/48_H_Dodson.png?max_height=576&max_width=576&crop=1
C Bunch,Caleb Bunch,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
M Miller,Max Miller,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
L Boesen,Lucas Boesen,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
R Radkey,Ryan Radkey,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/33_R_Radkey.png?max_height=576&max_width=576&crop=1
M Del Rio,Micah Del Rio,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/bios/16_Micah_Del_Rio.png?max_height=576&max_width=576&crop=1
Y Richard,Yordy Richard,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/31_Y_Richard.png?max_height=576&max_width=576&crop=1
D Fesperman,Dylan Fesperman,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/47_D_Fesperman.png?max_height=576&max_width=576&crop=1
M Garrett,Miles Garrett,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/18_M_Garrett.png?max_height=576&max_width=576&crop=1
T Gilligan,Tyler Gilligan,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/26_T_Gilligan.png?max_height=576&max_width=576&crop=1
K Linn,Kade Linn,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/bios/28_K_Linn.png?max_height=576&max_width=576&crop=1
K Racculia,Kalean Racculia,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/photos/0001/28_K_Racculia.png?max_height=576&max_width=576&crop=1
E Brown,Ethan Brown,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
H Edwards,Hunter Edwards,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
E Sim,Eric Sim,Ogden Raptors,https://ogden-raptors.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Wallace,Chance Wallace,Ogden Raptors,https://ogden-raptors.com/sports/bsb/2026/bios/14_C_Wallace.png?max_height=576&max_width=576&crop=1
D Dixon,Devon Dixon,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/DIXON.png?max_height=576&max_width=576&crop=1
Z Chamizo,Zach Chamizo,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/CHAMIZO.png?max_height=576&max_width=576&crop=1
J Donahue,Jordan Donahue,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/DONAHUE.png?max_height=576&max_width=576&crop=1
E Pagani,Edwin Pagani,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/PAGANI.png?max_height=576&max_width=576&crop=1
D Aragon,Diego Aragon,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/ARAGON.png?max_height=576&max_width=576&crop=1
J Duarte,Josh Duarte,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/DUARTE.png?max_height=576&max_width=576&crop=1
D Galef,Dan Galef,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Yuran,Cam Yuran,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Martinez,Chase Martinez,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
K Carlson,Kyle Carlson,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
A Lopez,Alain Lopez,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/LOPEZ.png?max_height=576&max_width=576&crop=1
S Wiese,Sean Wiese,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/WIESE.png?max_height=576&max_width=576&crop=1
A Kirchner,Andrew Kirchner,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Phillips,Josh Phillips,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
C Barker,Corbin Barker,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/BARKER.png?max_height=576&max_width=576&crop=1
J Simmons,Josh Simmons,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Mayo,Jackson Mayo,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
R Egloff,Riley Egloff,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/EGLOFF.png?max_height=576&max_width=576&crop=1
T Wolf,Tristan Wolf,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/WOLF.png?max_height=576&max_width=576&crop=1
B Thiels,Brenton Thiels,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
E Amundson,Easton Amundson,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
J Lopez,Josh Lopez,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
D Aguiar,Drew Aguiar,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
A Silvas,Anthony Silvas,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/SILVAS.png?max_height=576&max_width=576&crop=1
R Velazquez,Ryan Velazquez,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/VELAZQUEZ.png?max_height=576&max_width=576&crop=1
C Castaneda,Christian Castaneda,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/CASTANEDA.png?max_height=576&max_width=576&crop=1
A Tsengeg,Amar Tsengeg,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
R Mancusso,Ryder Mancusso,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/images/setup/default-headshot.png?max_height=576&max_width=576&crop=1
D McCall,Dylan McCall,Yuba-Sutter Freebirds,https://freebirdsbaseball.com/assets/MCCALL.png?max_height=576&max_width=576&crop=1
